Price,ID,Address,Bathrooms,Bedrooms,Size/Area,Purpose,Type,Real State Agency,Real State Agent Name
PKR7.9 Crore,34881234,"DHA Phase 6, DHA Defence, Karachi, Sindh",4,5,300 Sq. Yd.,For Sale,House,Bukhari Properties,Bukhari Properties  Builders
PKR1.88 Crore,38292537,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",3,3,150 Sq. Yd.,For Sale,House,Rohan Real Estate,Gul Ahmed
PKR2.3 Crore,37292645,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Z & A Real Estate & Builders,Asim Khaliq
PKR12.99 Crore,38291342,"DHA Phase 5, DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,House,Safeway Estate & Builders,Sikandar Minhas Zubair Khan
PKR95 Lakh,37930847,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",3,3,75 Sq. Yd.,For Sale,House,Al Waiz Group,Aamir Shahzad Waiz
PKR74 Lakh,8142081,"Bahria Town Karachi, Karachi, Sindh",2,2,94 Sq. Yd.,For Sale,Flat,ALI SAQLAIN Real Estate & Builders,ALI SAQLAIN Real Estate & Builders
PKR3.8 Crore,7383229,"Lakhani Presidency, Rashid Minhas Road, Karachi, Sindh",3,4,267 Sq. Yd.,For Sale,Flat,Urban Properties Pk,Daniyal Lashkarwala
PKR8.1 Crore,38173876,"DHA Phase 5, DHA Defence, Karachi, Sindh",4,5,500 Sq. Yd.,For Sale,House,Property Zone,Humayun
PKR10.5 Crore,37840607,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,6,500 Sq. Yd.,For Sale,House,CITI Associates,Naveed Zafar
PKR1.6 Crore,Portion 37880304,"North Nazimabad - Block J, North Nazimabad, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,Lower Portion,Faha Enterprises,Owais Rizvi
PKR6.5 Crore,8294351,"Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",3,3,233 Sq. Yd.,For Sale,Flat,H&S Real Estate,Waqas Baig
PKR7.75 Crore,35055004,"DHA Phase 4, DHA Defence, Karachi, Sindh",6,6,300 Sq. Yd.,For Sale,House,Mian International,Mian International
PKR2.1 Crore,35877216,"Shah Faisal Town, Karachi, Sindh",6,5,120 Sq. Yd,For Sale,House,Asasa Estate,Noman Ikram
PKR1.55 Crore,35133476,"Model Colony - Malir, Malir, Karachi, Sindh",4,4,100 Sq. Yd,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR1.3 Crore,37215067,"Model Colony - Malir, Malir, Karachi, Sindh",2,3,100 Sq. Yd,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR2.05 Crore,37215061,"Model Colony - Malir, Malir, Karachi, Sindh",4,5,135 Sq. Yd.,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR2.35 Crore,37215059,"Model Colony - Malir, Malir, Karachi, Sindh",4,5,120 Sq. Yd,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR1.45 Crore,6220533,"Gulshan-e-Iqbal - Block 10, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,183 Sq. Yd.,For Sale,Flat,Na,Na
PKR3.75 Crore,37029619,"Model Colony - Malir, Malir, Karachi, Sindh",7,8,240 Sq. Yd.,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR91 Lakh,8295797,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Na,Na
PKR2 Crore,8295798,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",3,3,250 Sq. Yd.,For Sale,Flat,Na,Na
PKR2.5 Crore,8295800,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",4,4,328 Sq. Yd.,For Sale,Flat,Na,Na
PKR91 Lakh,8295801,"Bahria Town - Precinct 19, Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Na,Na
PKR1.1 Crore,8295802,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR7.5 Crore,8130916,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,6,467 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR6.25 Crore,38275275,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",5,7,375 Sq. Yd.,For Sale,House,Ahmed Real Estate,Ahtesham Ud Din
PKR40 Lakh,7784108,"Al-Jadeed Residency, Gadap Town, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,Flat,Al Jadeed Properties,"Junaid, Ali Asif"
PKR24.5 Crore,24476257,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,6,"1,000 Sq. Yd",For Sale,House,Safeway Estate & Builders,Sikandar Minhas Zubair Khan
PKR2.1 Crore,38198132,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Broadway Real Estate,Muzamil Matloob
PKR11.5 Crore,38259321,"DHA Phase 6, DHA Defence, Karachi, Sindh",7,9,600 Sq. Yd.,For Sale,House,FR Associates,Mujtaba Shaikh
PKR1.4 Crore,3416630,"Rahat Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Huzaifa Properties,Amir Khan
PKR4.5 Crore,38059687,"Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,522 Sq. Yd.,For Sale,House,Na,Na
PKR11 Crore,38088978,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,7,600 Sq. Yd.,For Sale,House,Shackles Enterprises,Sohail Sheikh
PKR9 Crore,36817946,"DHA Phase 5, DHA Defence, Karachi, Sindh",4,5,500 Sq. Yd.,For Sale,House,Property Work,Sardar Nasir
PKR65 Lakh,6462818,"North Nazimabad - Block K, North Nazimabad, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Flat,Na,Na
PKR3.8 Crore,35895649,"DHA Phase 7, DHA Defence, Karachi, Sindh",4,4,100 Sq. Yd,For Sale,House,Property Prime Time,Muhammad Ali Jameel
PKR1.64 Crore,38111548,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Na,Na
PKR2.1 Crore,37215057,"Model Colony - Malir, Malir, Karachi, Sindh",7,7,210 Sq. Yd.,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR3.75 Crore,37215051,"Model Colony - Malir, Malir, Karachi, Sindh",7,7,200 Sq. Yd.,For Sale,House,Asasa Estate,Ashfaq Mughal
PKR1.57 Crore,35570882,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR2.08 Crore,35569595,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",20,Na,200 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR1.56 Crore,35548111,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR9.5 Crore,7543699,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,6,467 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR2.2 Crore,37287792,"Gulistan-e-Jauhar - Block 16-A, Gulistan-e-Jauhar, Karachi, Sindh",6,6,120 Sq. Yd,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR4.1 Crore,7322772,"KDA Scheme 1, Karachi, Sindh",3,4,233 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR4.65 Crore,7029962,"Askari 4, Gulistan-e-Jauhar, Karachi, Sindh",4,5,300 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR6.5 Crore,37029944,"Gulistan-e-Jauhar - Block 20, Gulistan-e-Jauhar, Karachi, Sindh",6,7,400 Sq. Yd.,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR93 Lakh,6889712,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR2.35 Crore,36350941,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR3.8 Crore,36350931,"Gulshan-e-Jamal, Gulshan-e-Iqbal Town, Karachi, Sindh",7,8,240 Sq. Yd.,For Sale,House,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR95 Lakh,37788768,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",3,3,75 Sq. Yd.,For Sale,House,Na,Na
PKR95 Lakh,37928417,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",3,3,75 Sq. Yd.,For Sale,House,Al Waiz Group,Aamir Shahzad Waiz
PKR15 Crore,36352130,"DHA Phase 8, DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Safeway Estate & Builders,Sikandar Minhas Zubair Khan
PKR15.95 Crore,34445506,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,7,500 Sq. Yd.,For Sale,House,Safeway Estate & Builders,Sikandar Minhas Zubair Khan
PKR3.15 Crore,6130082,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,4,289 Sq. Yd.,For Sale,Flat,Kharals Associates,Major R Muhammad Awais Kharal
PKR3.85 Crore,35994742,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",8,6,240 Sq. Yd.,For Sale,House,Hassan Associates & Advertiser,Rameez Shamsi
PKR3.2 Crore,36539524,"Bahria Town - Precinct 6, Bahria Town Karachi, Karachi, Sindh",5,5,250 Sq. Yd.,For Sale,House,Jinnah Builders & Real Estate,Yaqub Rajput
PKR2 Crore,Portion 37425358,"North Nazimabad - Block N, North Nazimabad, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,Upper Portion,Dawn Associates property Advisor,KALAM
PKR5 Crore,2208547,"Shaheed Millat Road, Karachi, Sindh",4,4,256 Sq. Yd.,For Sale,Flat,Na,Na
PKR17.5 Crore,38189403,"DHA Phase 7, DHA Defence, Karachi, Sindh",9,6,"1,000 Sq. Yd",For Sale,House,Al Waris Property Deals,Kaleem Ullah Tahir
PKR2.6 Crore,37954019,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,5,350 Sq. Yd.,For Sale,House,Na,Na
PKR1.03 Crore,6792417,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",2,3,128 Sq. Yd.,For Sale,Flat,Z & A Real Estate & Builders,Asim Khaliq
PKR3.8 Crore,35566328,"Bahria Town - Precinct 1, Bahria Town Karachi, Karachi, Sindh",5,6,250 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR2.48 Crore,35574462,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,5,350 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR72 Lakh,5638608,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",83,Na,83 Sq. Yd.,For Sale,Flat,Arqam Associates,Shafiq Ur Rehman
PKR90.25 Lakh,5518177,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Arqam Associates,Shafiq Ur Rehman
PKR71.25 Lakh,5519985,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",2,2,83 Sq. Yd.,For Sale,Flat,Arqam Associates,Shafiq Ur Rehman
PKR3 Crore,5383644,"Gulshan-e-Iqbal - Block 16, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,4,217 Sq. Yd.,For Sale,Flat,Oxford Real Estate Management Services,Oxrems Ikhlas Ahmed
PKR15 Crore,35468306,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",5,6,500 Sq. Yd.,For Sale,House,De Solution Property Consultant,Shoaib Ahmed
PKR2.7 Crore,3235426,"Frere Town, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,Flat,De Solution Property Consultant,Shoaib Ahmed
PKR75 Lakh,3235443,"P & T Colony, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Flat,De Solution Property Consultant,Shoaib Ahmed
PKR1.57 Crore,38295718,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,House,Na,Na
PKR1.85 Crore,38295719,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Na,Na
PKR1.8 Crore,38295720,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Na,Na
PKR2.65 Crore,38295721,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Na,Na
PKR7.16 Crore,6271752,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,5,467 Sq. Yd.,For Sale,Flat,Kharals Associates,Major R Muhammad Awais Kharal
PKR3.3 Crore,6128497,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,4,289 Sq. Yd.,For Sale,Flat,Kharals Associates,Major R Muhammad Awais Kharal
PKR13.9 Crore,37947881,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,House,Bukhari Properties,Bukhari Properties  Builders
PKR15.5 Crore,37624322,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,House,Bukhari Properties,Bukhari Properties  Builders
PKR6.25 Crore,36961021,"Askari 5 - Sector J, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",5,6,375 Sq. Yd.,For Sale,House,Kharals Associates,Major R Muhammad Awais Kharal
PKR12.5 Crore,38232427,"DHA Phase 6, DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,House,Al Waris Property Deals,Kaleem Ullah Tahir
PKR13 Crore,37180607,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",6,7,500 Sq. Yd.,For Sale,House,Prime Properties,Irfan Zafar Vohra
PKR1.48 Crore,6152694,"Gulshan-e-Iqbal - Block 1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,Flat,Na,Na
PKR20 Crore,36123215,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,6,"1,000 Sq. Yd",For Sale,House,Pary Enterprises,ALI JAMAL
PKR3 Crore,38182780,"Surjani Town - Sector 6, Surjani Town, Gadap Town, Karachi, Sindh",48,Na,480 Sq. Yd.,For Sale,House,Paras Estate,Ali Shah
PKR12.5 Crore,34999094,"DHA Phase 8, DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Mian International,Mian International
PKR1.3 Crore,6792416,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",2,3,167 Sq. Yd.,For Sale,Flat,Z & A Real Estate & Builders,Asim Khaliq
PKR1.4 Crore,35547453,"Bahria Town - Precinct 15, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR3.4 Crore,36232167,"Bahria Town - Precinct 6, Bahria Town Karachi, Karachi, Sindh",25,Na,250 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR1.45 Crore,37283061,"Bahria Town - Precinct 14, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR2.7 Crore,35566682,"Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR3.4 Crore,35567439,"Bahria Town - Precinct 6, Bahria Town Karachi, Karachi, Sindh",4,3,250 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR2.6 Crore,38295723,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR15.38 Lakh,8295722,"Bahria Town Karachi, Karachi, Sindh",1,1,21 Sq. Yd.,For Sale,Flat,Na,Na
PKR28.13 Lakh,8295716,"Bahria Town Karachi, Karachi, Sindh",2,2,56 Sq. Yd.,For Sale,Flat,Na,Na
PKR1.27 Crore,8295704,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR2.55 Crore,38295660,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR75 Lakh,3235436,"Lower Gizri, Gizri, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Flat,De Solution Property Consultant,Shoaib Ahmed
PKR14 Crore,37503601,"DHA Phase 8 - Zone B, DHA Phase 8, DHA Defence, Karachi, Sindh",6,7,500 Sq. Yd.,For Sale,House,De Solution Property Consultant,Shoaib Ahmed
PKR1.15 Crore,Portion 37340126,"PECHS Block 2, PECHS, Jamshed Town, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Upper Portion,Dawn Estate Service,Sohail Ahmed
PKR15 Crore,38064759,"DHA Phase 8 - Zone A, DHA Phase 8, DHA Defence, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Bukhari Properties,Bukhari Properties  Builders
PKR95 Lakh,37788349,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",3,3,75 Sq. Yd.,For Sale,House,UPN (Universal Property Network),M. Nabeel
PKR70 Lakh,5480320,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,UPN (Universal Property Network),Raees Ahmad Kharal
PKR1.45 Crore,8222069,"Bukhari Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2,2,115 Sq. Yd,For Sale,Flat,Safeway Estate & Builders,Sardar Bilal
PKR30 Crore,38008059,"DHA Phase 8, DHA Defence, Karachi, Sindh",6,5,"1,000 Sq. Yd",For Sale,House,Safeway Estate & Builders,Sikandar Minhas Zubair Khan
PKR80 Lakh,38182779,"Surjani Town - Sector 6, Surjani Town, Gadap Town, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,House,Paras Estate,Ali Shah
PKR2.5 Crore,Portion 37216588,"North Nazimabad - Block N, North Nazimabad, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,Upper Portion,Dawn Associates property Advisor,Ammar
PKR2.2 Crore,Portion 37002576,"North Nazimabad - Block L, North Nazimabad, Karachi, Sindh",4,4,300 Sq. Yd.,For Sale,Upper Portion,Bin Rauf Enterprises,Osama Bin Rauf
PKR60 Lakh,Portion 37071184,"North Nazimabad - Block R, North Nazimabad, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Upper Portion,Bin Rauf Enterprises,Umer
PKR8.5 Crore,33938681,"DHA Phase 7, DHA Defence, Karachi, Sindh",5,6,300 Sq. Yd.,For Sale,House,Property Avenue,Waqar Alvi
PKR9.5 Crore,18262433,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,6,350 Sq. Yd.,For Sale,House,Mian International,Mian International
PKR2.21 Crore,6792414,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",3,3,272 Sq. Yd.,For Sale,Flat,Z & A Real Estate & Builders,Asim Khaliq
PKR2 Crore,35546459,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR1.3 Crore,37280882,"Bahria Town - Precinct 10, Bahria Town Karachi, Karachi, Sindh",3,3,125 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR1.85 Crore,35545759,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Arqam Associates,Shafiq Ur Rehman
PKR6.5 Crore,3430951,"Emaar Coral Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",4,4,328 Sq. Yd.,For Sale,Flat,Marvi Associates,Khadija
PKR1.8 Crore,Portion 38092146,"North Nazimabad - Block H, North Nazimabad, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,Upper Portion,Ideal Estate,Owais Ashraf
PKR1.15 Crore,Portion 37340127,"PECHS Block 2, PECHS, Jamshed Town, Karachi, Sindh",2,2,100 Sq. Yd,For Sale,Upper Portion,Na,Na
PKR4.5 Crore,7595668,"DHA Phase 8, DHA Defence, Karachi, Sindh",3,3,222 Sq. Yd.,For Sale,Flat,Marvi Associates,Abbas Shabbir
PKR5 Crore,35873531,"DHA Phase 8, DHA Defence, Karachi, Sindh",4,4,100 Sq. Yd,For Sale,House,Marvi Associates,Khadija
PKR7.97 Crore,5869980,"Emaar Panorama, DHA Phase 8, DHA Defence, Karachi, Sindh",2,3,260 Sq. Yd.,For Sale,Flat,Marvi Associates,Khadija
PKR9.32 Crore,5870163,"Emaar Panorama, DHA Phase 8, DHA Defence, Karachi, Sindh",3,4,350 Sq. Yd.,For Sale,Flat,Marvi Associates,Khadija
PKR1.07 Crore,36797483,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",4,4,75 Sq. Yd.,For Sale,House,Unico Estate & Agency,M. Nawaz
PKR2.02 Crore,38030449,"Bahria Homes - Iqbal Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,152 Sq. Yd.,For Sale,House,Na,Na
PKR2.55 Crore,38030451,"Bahria Town - Quaid Villas, Bahria Town - Precinct 2, Bahria Town Karachi, Karachi, Sindh",3,3,200 Sq. Yd.,For Sale,House,Na,Na
PKR95 Lakh,37839612,"Bahria Greens, Bahria Town Karachi, Karachi, Sindh",3,3,87 Sq. Yd.,For Sale,House,Na,Na
PKR6.8 Crore,36882635,"Falcon Complex New Malir, Malir, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Na,Na
PKR7 Crore,36882639,"Falcon Complex New Malir, Malir, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Na,Na
PKR5.6 Crore,36882651,"Falcon Complex New Malir, Malir, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR3.2 Crore,7491613,"Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",3,3,286 Sq. Yd.,For Sale,Flat,Al Mustafa Associates,"M. Saeed Ahmed, Major Irfan"
PKR11.3 Crore,38119650,"DHA Phase 5, DHA Defence, Karachi, Sindh",6,6,500 Sq. Yd.,For Sale,House,Property Trade,Danish Nafees
PKR17.5 Crore,38121196,"Bahadurabad, Gulshan-e-Iqbal Town, Karachi, Sindh",7,5,500 Sq. Yd.,For Sale,House,Property Trade,Danish Nafees
PKR5 Crore,6333238,"Emaar Pearl Towers, Emaar Crescent Bay, DHA Phase 8, DHA Defence, Karachi, Sindh",2,3,183 Sq. Yd.,For Sale,Flat,Usman Contractor & Builders,Muhammed Usman
PKR42 Lakh,503382,"Bahria Town Karachi, Karachi, Sindh",1,1,54 Sq. Yd.,For Sale,Flat,Ashraf Associates,Muhammad Ashraf
PKR9 Crore,37537118,"Gulshan-e-Iqbal - Block 13/D-1, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",8,8,400 Sq. Yd.,For Sale,House,Hafsa Estate,Ismail Ibrahim
PKR13.5 Crore,37398442,"DHA Phase 6, DHA Defence, Karachi, Sindh",5,7,500 Sq. Yd.,For Sale,House,Na,Na
PKR7.3 Crore,38159662,"DHA Phase 7 Extension, DHA Defence, Karachi, Sindh",5,5,300 Sq. Yd.,For Sale,House,Safeway Estate & Builders,Salman Riaz
PKR2.4 Crore,7403416,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",3,3,189 Sq. Yd.,For Sale,Flat,Lodhi Real Estate & Marketing,shahnoor Khan Lodhi
PKR45 Lakh,7630659,"Malik Co-operative Housing Society, Gulzar-e-Hijri, Scheme 33, Karachi, Sindh",2,2,75 Sq. Yd.,For Sale,Flat,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR2.4 Crore,38030447,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",4,4,350 Sq. Yd.,For Sale,House,Na,Na
PKR4.4 Crore,38030448,"Bahria Paradise - Precinct 51, Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Na,Na
PKR1.15 Crore,7920087,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR95 Lakh,7920084,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",2,2,106 Sq. Yd,For Sale,Flat,Na,Na
PKR2.75 Crore,7920086,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",4,4,328 Sq. Yd.,For Sale,Flat,Na,Na
PKR4.75 Crore,37920083,"Bahria Paradise - Precinct 51, Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",5,5,500 Sq. Yd.,For Sale,House,Na,Na
PKR2.2 Crore,37920080,"Bahria Town - Precinct 27, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Na,Na
PKR1.95 Crore,37920081,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",3,3,235 Sq. Yd.,For Sale,House,Na,Na
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR94 Lakh,7897210,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",2,2,120 Sq. Yd,For Sale,Flat,Na,Na
PKR1.66 Crore,158778,"Saima Jinnah Avenue, Malir, Karachi, Sindh",2,2,139 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR1.65 Crore,8139411,"Saima Presidency, Malir Cantonment, Cantt, Karachi, Sindh",3,3,156 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR2.5 Crore,158780,"Saima Jinnah Avenue, Malir, Karachi, Sindh",3,3,256 Sq. Yd.,For Sale,Flat,Iconic Properties,Raja Khatri
PKR1.95 Crore,36503753,"Gulshan-e-Maymar - Sector Q, Gulshan-e-Maymar, Gadap Town, Karachi, Sindh",4,5,120 Sq. Yd,For Sale,House,Rauf Corporation & Real Estate,Haider Ali
PKR2.5 Crore,3517316,"DHA Phase 2 Extension, DHA Defence, Karachi, Sindh",3,3,206 Sq. Yd.,For Sale,Flat,Panjwani Real Estate & Builders,Muhammad Murtaza
Na,Na,Na,Na,Na,Na,Na,Na,Na,Na
PKR2.25 Crore,7226195,"Clifton - Block 1, Clifton, Karachi, Sindh",3,3,167 Sq. Yd.,For Sale,Flat,Realty Access,MUHAMMAD ABID
